DATE,TMAX,TMIN,RAIN,SRAD,RHUM
03/28/2013,30.15952148,23.55952148,2.2,16.45770665,83.9343643
03/29/2013,31.36863545,22.56863545,0,18.065673,81.06888635
03/30/2013,34.3,23.55591074,0,20.0413502,73.85106383
03/31/2013,30.6884736,22.6884736,4.3,19.29379221,86.11303871
04/01/2013,34.49746401,23.49746401,0,19.43384334,67.0971559
04/02/2013,33.08992737,23.88992737,0,17.5646536,73.00178274
04/03/2013,34.36384955,22.36384955,0,21.72013864,67.98962319
04/04/2013,33.51580634,23.51580634,0.8,18.8754256,75.090482
04/05/2013,31.6,23.9096344,2.4,17.85980704,84.5
04/06/2013,33.77367216,20.97367216,0,19.7531827,66.64018151
04/07/2013,35.02023354,22.32023354,0.9,19.5024399,65.05268226
04/08/2013,31.85982425,24.55982425,0,16.27772784,78.84960397
04/09/2013,35.77024736,22.97024736,0,20.47389879,65.55752124
04/10/2013,33.62624034,23.22624034,0,19.2695042,72.89536055
04/11/2013,35.78785782,23.38785782,0,19.57238837,64.70676141
04/12/2013,35.07599045,21.67599045,0,20.92340031,68.11972816
04/13/2013,32.03552706,25.03552706,0,15.26991088,75.68085106
04/14/2013,31.13657831,25.73657831,0,14.60980803,79.02361603
04/15/2013,31.86150573,22.96150573,0.4,17.9201953,81.030634
04/16/2013,34.9,23.88053566,0,23.30104444,73.87234043
04/17/2013,35.68746103,22.98746103,0,21.25161856,66.7067432
04/18/2013,35.84886942,24.74886942,0,22.75656011,70.29787234
04/19/2013,36.35591153,24.35591153,0,20.92888666,61.93480695
04/20/2013,33.28814469,24.48814469,0,18.33167853,72.87414464
04/21/2013,33.9,24.23973528,0,19.04493187,74.43617021
04/22/2013,34,24.01994681,0,16.29726924,72.0220838
04/23/2013,32.8,23.96494203,2,20.01848306,76.56382979
04/24/2013,32.8,24.08374016,0.4,14.92313744,75.36666667
04/25/2013,36.27378558,23.47378558,0,19.36736579,61.75163357
04/26/2013,34.2,23.29660974,0,17.74147485,73.78723404
04/27/2013,36.1,23.12116406,0,22.02829731,70.98571429
04/28/2013,33.95,23.62252537,0,21.14654521,69.45833333
04/29/2013,32.6,23.43743464,0.9,18.086976,77.625
04/30/2013,33.45,24.41213456,0,20.44520612,73.83333333
05/01/2013,32.1941609,24.9941609,0,15.78500516,77.46084738
